User,CompanyUrl,Company,Title,EmploymentType,From,To,Duration,Location,title_tag
maboelnour,https://www.linkedin.com/company/221378/,eSpace,senior software engineer,Full-time,Nov 2017,Sep 2021,47.0,"Alexandria Governorate, Egypt",software
maboelnour,https://www.linkedin.com/company/13192795/,NaviBees,software engineer,Full-time,May 2016,Jul 2017,15.0,"Jeddah Governorate, Saudi Arabia",software
maboelnour,https://www.linkedin.com/company/9187378/,KACST GIS Technology Innovation Center,software engineer,Full-time,Sep 2015,May 2016,9.0,"Mecca, Saudi Arabia",software
maboelnour,https://www.linkedin.com/company/221378/,eSpace,software engineer,Full-time,Jun 2014,Jul 2015,14.0,"Alexandria, Egypt",software
maged-mo,https://www.linkedin.com/company/18205566/,adam.ai,senior ios developer,Full-time,Dec 2021,Present,17.0,San Francisco Bay Area,mobile
maged-mo,https://www.linkedin.com/company/67356927/,I N E E D D E V,co-founder,Self-employed,Jun 2020,Present,35.0,"Cairo, Egypt",
maged-mo,https://www.linkedin.com/company/2338276/,YOUXEL Technology,ios developer,Full-time,Aug 2019,Jan 2022,30.0,"Cairo, Egypt",mobile
maged-mo,https://www.linkedin.com/company/424481/,NWC,ios developer,Full-time,Dec 2019,Nov 2021,24.0,Saudi Arabia,mobile
maged-mo,https://www.linkedin.com/company/9235066/,Be 4 e-Marketing,ios app developer,,Dec 2018,Aug 2019,9.0,"Cairo, Egypt",mobile
maged-rifaat,https://www.linkedin.com/company/5399667/,Thirdwayv Inc.,embedded software developer,Full-time,Sep 2022,Present,8.0,"Cairo, Egypt",Embedded
maged-rifaat,UNKNOWN,GNU Octave,gsoc contributer,Contract,May 2022,Sep 2022,5.0,,
maged-rifaat,UNKNOWN,LabLua,gsoc 2020 student,Contract,May 2020,Sep 2020,5.0,,student
mahamed-yehia-a9497213b,https://www.linkedin.com/company/28642185/,DewanSoft,dotnet developer,Full-time,Aug 2021,Present,21.0,"Haram, Giza , Egypt",software
mahamed-yehia-a9497213b,UNKNOWN,طالب جامعي,junior developer,Full-time,Jan 2014,May 2018,53.0,مصر,software
mahmoud-abd-el-mawgoed-23b55218b,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),qa test engineer,Full-time,Jan 2022,Present,16.0,"Cairo, Egypt",QA
mahmoud-abd-el-mawgoed-23b55218b,https://www.linkedin.com/company/70236362/,ONE Lab Egypt,iot hardware security internship,Internship,Aug 2020,Oct 2020,3.0,,Embedded
mahmoud-abdelmalek,https://www.linkedin.com/company/2904265/,scandiweb,web developer,Full-time,Jul 2022,Present,10.0,,full-stack
mahmoud-abdelmalek,https://www.linkedin.com/company/700705/,Banque du Caire,universal teller,Full-time,Oct 2021,Jun 2022,9.0,,
mahmoud-abdelmalek,https://www.linkedin.com/company/13625083/,The Sparks Foundation,web development intern,Internship,Mar 2022,Apr 2022,2.0,,full-stack
mahmoud-abdelmalek,https://www.linkedin.com/company/393986/,National Bank of Egypt (NBE),complaints agent,Full-time,Jan 2021,Oct 2021,10.0,"Cairo, Egypt",
mahmoud-adel-mansour,https://www.linkedin.com/company/3043691/,HackerOne,web penetration tester,Freelance,Aug 2017,Present,69.0,San Francisco، CA,full-stack
mahmoud-adel-mansour,https://www.linkedin.com/company/1217/,Vodafone,telemarketer,,Dec 2018,Present,53.0,مصر,
mahmoud-adel-mansour,UNKNOWN,Free Lancer,web developer,,Jan 2017,Present,76.0,cairo,full-stack
mahmoud-adel-mansour,https://www.linkedin.com/company/1350386/,(free lance),web designer,,Jan 2015,Mar 2017,27.0,cairo,full-stack
mahmoud-afifi-b7129b95,https://www.linkedin.com/company/5374427/,PrimeGate for Communications and IT,software engineer,Full-time,Jan 2023,Present,4.0,,software
mahmoud-afifi-b7129b95,https://www.linkedin.com/company/28642185/,DewanSoft,software engineer,Full-time,Jun 2022,Feb 2023,9.0,,software
mahmoud-afifi-b7129b95,UNKNOWN,Tafra - طفرة,software developer,Full-time,Feb 2020,Oct 2022,33.0,,software
mahmoud-afifi-b7129b95,https://www.linkedin.com/company/1026863/,EZZSTEEL,software developer,Full-time,Apr 2019,Dec 2019,9.0,,software
mahmoud-afifi-b7129b95,https://www.linkedin.com/company/5183598/,TownSoft,software programmer,Full-time,Jan 2015,Mar 2019,51.0,"Cairo, Egypt",software
mahmoud-ahmed-01750618a,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),system integration &amp; release engineer,Full-time,Jul 2022,Present,10.0,Egypt,
mahmoud-ahmed-01750618a,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),infrastructure/test engineer at siemens eda (siemens digital industries software),Contract,Jan 2022,Jul 2022,7.0,"Cairo, Egypt",IT
mahmoud-ahmed-01750618a,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),veloce emulator training,Internship,May 2021,Sep 2021,5.0,Egypt,
mahmoud-ahmed-01750618a,https://www.linkedin.com/company/70236362/,ONE Lab Egypt,hardware acceleration of machine learning algorithms intern,Internship,Oct 2020,Jan 2021,4.0,,AI
mahmoud-ahmed-682939142,https://www.linkedin.com/company/34604385/,Otocab,android developer,Full-time,Mar 2021,Present,26.0,"Cairo, Egypt",mobile
mahmoud-ahmed-682939142,UNKNOWN,Android Developer,freelance,,Oct 2016,Present,79.0,,
mahmoud-ahmed-682939142,https://www.linkedin.com/company/10491786/,Momentum Solutions Co.,android developer,Full-time,Dec 2020,Mar 2021,4.0,"Cairo, Egypt",mobile
mahmoud-ahmed-682939142,UNKNOWN,Self-employed,android developer,,Sep 2016,Dec 2020,52.0,"Cairo Governorate, Egypt",mobile
mahmoud-amin-7a4a09100,https://www.linkedin.com/company/24069/,Eastnets,senior java developer,Full-time,Jan 2022,Present,16.0,Egypt,software
mahmoud-amin-7a4a09100,https://www.linkedin.com/company/18786331/,FlairsTech,senior java developer,Full-time,Jun 2021,Jan 2022,8.0,,software
mahmoud-amin-7a4a09100,https://www.linkedin.com/company/25057969/,Onica,software engineer,,May 2019,Jun 2021,26.0,Egypt,software
mahmoud-amin-7a4a09100,https://www.linkedin.com/company/315454/,ASSET Technology Group,java developer,,Jun 2018,Feb 2019,9.0,,software
mahmoud-amin-7a4a09100,https://www.linkedin.com/company/10305387/,Tabayon Information Technology,java developer,,Jul 2017,May 2018,11.0,"Alexandria Governorate, Egypt",software
mahmoud-biltagy,https://www.linkedin.com/company/5300/,Luxoft,software developer,Full-time,Aug 2022,Present,9.0,مصر,software
mahmoud-biltagy,https://www.linkedin.com/company/2669/,Valeo,senior embedded software engineer,,Aug 2020,Jul 2022,24.0,,Embedded
mahmoud-biltagy,https://www.linkedin.com/company/2669/,Valeo,embedded software engineer,,Jul 2016,Aug 2020,50.0,,Embedded
mahmoud-biltagy,https://www.linkedin.com/company/4011556/,"Alkhaymaa -
                                                                                الخيمة",head of labs division,,May 2015,Aug 2015,4.0,Alkhaymaa,AI
mahmoud-biltagy,https://www.linkedin.com/company/4011556/,"Alkhaymaa -
                                                                                الخيمة",co-founder,,May 2014,Aug 2015,16.0,الفيوم - منشية لطف الله - عماره الصفا بجوار فندق كوين - الدور الخامس,
mahmoud-diab-ios,https://www.linkedin.com/company/1217/,Vodafone,ios developer,Full-time,Dec 2021,Apr 2023,17.0,Egypt · Hybrid,mobile
mahmoud-diab-ios,https://www.linkedin.com/company/17881524/,Icosol Smart Technologies,ios developer,Full-time,Aug 2020,Dec 2021,17.0,"El Maadi, Cairo, Egypt · Hybrid",mobile
mahmoud-diab-ios,https://www.linkedin.com/company/17905527/,ElMnassa Innovation &amp; Development LLC.,ios developer ( intern ),Internship,Jul 2020,Aug 2020,2.0,"The 5th Settlement, Cairo, Egypt · On-site",mobile
mahmoud-diab-ios,https://www.linkedin.com/company/6538159/,Egyptian Armed Forces,reserve officer,Contract,Nov 2017,Apr 2020,30.0,"Camp Huckstep, Cairo, Egypt",
mahmoud-elqady-8297a6262,UNKNOWN,Freelance,frontend web developer,,,,0.0,,front-end
mahmoud-elsehly-a07089126,https://www.linkedin.com/company/28195/,Giza Systems,software development lead,Full-time,Jul 2022,Present,10.0,,Lead
mahmoud-elsehly-a07089126,https://www.linkedin.com/company/28195/,Giza Systems,senior software developer,,Jan 2019,Jun 2022,42.0,Cairo,software
mahmoud-elsehly-a07089126,https://www.linkedin.com/company/28195/,Giza Systems,software developer,,May 2017,Jan 2019,21.0,"Cairo Governorate, Egypt",software
mahmoud-elsehly-a07089126,https://www.linkedin.com/company/1599824/,ITPharaohs,android developer,,Jun 2016,Oct 2016,5.0,"Cairo Governorate, Egypt",mobile
mahmoud-eltantawy,https://www.linkedin.com/company/2669/,Valeo,embedded software engineer,,Sep 2022,Present,8.0,,Embedded
mahmoud-eltantawy,https://www.linkedin.com/company/2669/,Valeo,gear up training,,Sep 2022,,1.0,,
mahmoud-eltantawy,https://www.linkedin.com/company/77081443/,IMT Company,trainee,Internship,Sep 2020,Jul 2021,11.0,Dokki,internship
mahmoud-elzeiny-44ba4917a,https://www.linkedin.com/company/10518011/,RDI,machine learning researcher,Full-time,Nov 2020,Present,30.0,"Cairo, Egypt",AI
mahmoud-emam-65737a31,https://www.linkedin.com/company/11348/,Booking.com,engineering manager,Full-time,Apr 2022,Present,13.0,Amsterdam Area,Lead
mahmoud-emam-65737a31,https://www.linkedin.com/company/11348/,Booking.com,senior software engineer,Full-time,Jan 2022,Mar 2022,3.0,Amsterdam Area,software
mahmoud-emam-65737a31,https://www.linkedin.com/company/11348/,Booking.com,software engineer,,Feb 2017,Dec 2021,59.0,"Amsterdam Area, Netherlands",software
mahmoud-emam-65737a31,https://www.linkedin.com/company/3540727/,USY TECH,software developer,,Feb 2015,Jan 2017,24.0,"Cairo Governorate, Egypt",software
mahmoud-emam-65737a31,https://www.linkedin.com/company/1239582/,MAG Consulting,software developer,,Feb 2014,Jan 2015,12.0,Egypt,software
mahmoud-emam-65737a31,UNKNOWN,FreeLancer,software developer,,Aug 2013,Jan 2014,6.0,,software
mahmoud-esmail,https://www.linkedin.com/company/2904265/,scandiweb,web developer,Full-time,Apr 2023,Present,1.0,,full-stack
mahmoud-esmail,https://www.linkedin.com/company/4827017/,Upwork,freelancer,Freelance,Aug 2022,Present,9.0,Remote,
mahmoud-esmail,UNKNOWN,"Watanya Company for Roads Construction, Development and Management",software engineer (military service),Full-time,Feb 2022,Feb 2023,13.0,,IT
mahmoud-esmail,https://www.linkedin.com/company/18981038/,Remotasks,data labeler,Freelance,Oct 2020,Oct 2021,13.0,,data
mahmoud-hawas,https://www.linkedin.com/company/5351527/,Andela,software engineer (android),Full-time,May 2021,Present,24.0,Remote,mobile
mahmoud-hawas,https://www.linkedin.com/company/67905239/,Alalmiya Alhura Innovative Solutions,senior android developer,Full-time,May 2020,Apr 2021,12.0,"El Mansoura, Ad Daqahliyah, Egypt",mobile
mahmoud-hawas,https://www.linkedin.com/company/19114400/,It Geeks,android developer,Full-time,Nov 2018,May 2020,19.0,"mansoura, egypt",mobile
mahmoud-hawas,UNKNOWN,Live Technology,android developer,Full-time,Nov 2017,Oct 2018,12.0,,mobile
mahmoud-magdy-ayoub,https://www.linkedin.com/company/2669/,Valeo,embedded linux software engineer,Full-time,Aug 2022,Present,9.0,,Embedded
mahmoud-magdy-ayoub,https://www.linkedin.com/company/84785093/,Learn In Depth,embedded software trainee,,Jul 2021,Present,22.0,,Embedded
mahmoud-magdy-ayoub,https://www.linkedin.com/company/35467795/,Sprints,embedded software intern,Internship,Aug 2021,Oct 2021,3.0,Egypt,Embedded
mahmoud-magdy-ayoub,https://www.linkedin.com/company/18349310/,Mind Cloud,vice head of the electrical team,,Oct 2019,Aug 2021,23.0,"Alexandria, Egypt",
mahmoud-magdy-ayoub,https://www.linkedin.com/company/68515248/,Google Developer Student Club,embedded software trainee,,Nov 2020,Apr 2021,6.0,"Alexandria, Egypt",Embedded
mahmoud-moawad-5a32a5100,https://www.linkedin.com/company/5300/,Luxoft,regular software engineer,Full-time,Jul 2022,Present,10.0,"Cairo, Egypt",software
mahmoud-moawad-5a32a5100,https://www.linkedin.com/company/35643057/,Precision AI,c++ software engineer,Full-time,Dec 2021,Jul 2022,8.0,Remote,software
mahmoud-moawad-5a32a5100,https://www.linkedin.com/company/733015/,BioBusiness-Eg,algorithm engineer,Full-time,May 2021,Dec 2021,8.0,"Cairo, Egypt",IT
mahmoud-moawad-5a32a5100,https://www.linkedin.com/company/6538159/,Egyptian Armed Forces,soldier,Contract,Apr 2020,May 2021,14.0,"Cairo, Egypt",
mahmoud-moawad-5a32a5100,https://www.linkedin.com/company/4827017/,Upwork,qt/qml developer,Part-time,Mar 2020,Apr 2021,14.0,Remote,AI
mahmoud-mohasseb-9b8b514,https://www.linkedin.com/company/31293/,Ejada,"managing consultant, pmp",,Jan 2005,Present,220.0,Saudi Arabia,
mahmoud-mohasseb-9b8b514,UNKNOWN,POET egypt,application programmer,,Dec 2003,Dec 2004,13.0,"EGYPT, Alexandria",
mahmoud-salah-2b0235101,https://www.linkedin.com/company/164825/,Mastek,senior software development consultant,Full-time,Nov 2021,Present,18.0,"Cairo, Egypt",software
mahmoud-salah-2b0235101,https://www.linkedin.com/company/714494/,egabi Solutions,senior software development consultant,Full-time,Oct 2019,Oct 2021,25.0,"Cairo, Egypt",software
mahmoud-salah-2b0235101,https://www.linkedin.com/company/10056731/,Qeyasi,"oracle middleware (adf, bpm) consultant",Full-time,Oct 2018,Oct 2019,13.0,"Cairo, Egypt",software
mahmoud-salah-2b0235101,https://www.linkedin.com/company/64319/,NTG Clarity,oracle adf developer,Full-time,Jan 2017,Oct 2018,22.0,"Cairo, Egypt",software
mahmoud-shawky,https://www.linkedin.com/company/11348/,Booking.com,android software engineer ii,Full-time,Sep 2022,Present,8.0,"Amsterdam, North Holland, Netherlands",mobile
mahmoud-shawky,https://www.linkedin.com/company/28195/,Giza Systems,specialist android developer,,Jun 2021,Sep 2022,16.0,"Cairo, Egypt",mobile
mahmoud-shawky,https://www.linkedin.com/company/28195/,Giza Systems,senior android developer,,Jan 2019,Jun 2021,30.0,"Cairo Governorate, Egypt",mobile
mahmoud-shawky,https://www.linkedin.com/company/1188042/,The Group Securities,android developer,,Feb 2018,Jan 2019,12.0,,mobile
mahmoud-shawky,UNKNOWN,Freelance,freelance android developer,,Aug 2012,Jan 2019,78.0,,mobile
mahmoud-shawky,https://www.linkedin.com/company/2804803/,Mobile Doctors 24-7 International,android developer,Full-time,Jun 2017,Feb 2018,9.0,Egypt,mobile
mahmoud-yehia-512991b9,https://www.linkedin.com/company/845465/,Fixed Solutions,frontend developer,Full-time,Feb 2022,Present,15.0,,front-end
mahmoud-yehia-512991b9,https://www.linkedin.com/company/74271584/,Techsquadeg,frontend developer,Full-time,Dec 2020,Feb 2022,15.0,"El Sheikh Zaid, Al Jizah, Egypt",front-end
mahmoud-youssef97,https://www.linkedin.com/company/93845528/,Eqraatech - اقرأ-تِك,ceo &amp; founder,Self-employed,Feb 2023,Present,3.0,,
mahmoud-youssef97,https://www.linkedin.com/company/11348/,Booking.com,software engineer ii,Full-time,Dec 2021,Present,17.0,"Amsterdam, North Holland, Netherlands",software
mahmoud-youssef97,https://www.linkedin.com/company/8331/,Orange Egypt,software engineer,Full-time,Jan 2021,Oct 2021,10.0,Egypt,software
mahmoud-youssef97,https://www.linkedin.com/company/9447006/,HYVE Technology Consulting,back end developer,Full-time,Oct 2020,Dec 2020,3.0,"Cairo, Egypt",back-end
mahmoud-youssef97,UNKNOWN,InnoTech,software engineer intern,Internship,Jun 2019,Sep 2019,4.0,Tanta,software
mahmoudabdulfatah,https://www.linkedin.com/company/3545/,Red Hat,devops/cloud administration trainee,Internship,Apr 2023,Present,1.0,Remote,devops
mahmoudabdulfatah,https://www.linkedin.com/company/17907434/,WideBot,cloud / devops engineer,Full-time,Jul 2022,Present,10.0,"Cairo, Egypt",devops
mahmoudabdulfatah,https://www.linkedin.com/company/17907434/,WideBot,devops engineer intern,Internship,Mar 2022,Jun 2022,4.0,القاهرة مصر,devops
mahmoudabdulfatah,https://www.linkedin.com/company/2382910/,Amazon Web Services (AWS),aws community builder,Apprenticeship,Jan 2021,Present,28.0,Remote,IT
mahmoudabdulfatah,https://www.linkedin.com/company/9220491/,FORTE CLOUD,cloud solution architect,Internship,Nov 2022,Feb 2023,4.0,"Cairo, Egypt",devops
mahmoudihefny,https://www.linkedin.com/company/17907434/,WideBot,backend engineer,Full-time,Oct 2021,Present,19.0,,back-end
mahmoudihefny,https://www.linkedin.com/company/17907434/,WideBot,backend engineer intern,Internship,Jun 2021,Sep 2021,4.0,,back-end
mahmoudihefny,https://www.linkedin.com/company/28642185/,DewanSoft,backend developer,Internship,Mar 2021,Jun 2021,4.0,Egypt,back-end
mahmoudihefny,UNKNOWN,Juthour-Tech,r&amp;d engineer 3d printing,Full-time,Mar 2019,Nov 2019,9.0,"Cairo, Egypt",
mahmoudkkandil,https://www.linkedin.com/company/70408140/,Rentup,devops engineer,Internship,Oct 2022,Present,7.0,"Qesm El Zamalek, Cairo, Egypt",devops
mahmoudkkandil,https://www.linkedin.com/company/2988/,VMware,summer workshop,Internship,Aug 2022,Sep 2022,2.0,,
mahmoudkkandil,https://www.linkedin.com/company/17975663/,CyberTalents,cyber security trainee,,Jul 2022,Sep 2022,3.0,,security
mahmoudmohsen213,https://www.linkedin.com/company/1441/,Google,software engineer,,Dec 2019,Present,41.0,,software
mahmoudmohsen213,https://www.linkedin.com/company/27167031/,Orange Labs Egypt,software engineer,,Jan 2017,Dec 2019,36.0,,software
mahmoudmohsen213,https://www.linkedin.com/company/350987/,Cairo University,teaching assistant,,Jan 2017,Jan 2019,25.0,"Cairo Governorate, Egypt",teaching
mahmoudmohsen213,https://www.linkedin.com/company/27167031/,Orange Labs Egypt,software engineering intern,,Jul 2015,Oct 2015,4.0,,software
mahmoudsabra1,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),software engineer,Internship,Jul 2022,Aug 2022,2.0,,software
mahmoudsabra1,https://www.linkedin.com/company/28167224/,M.I.A. Robotics,electrical engineer,,Sep 2019,Sep 2021,25.0,,
mahmoudzidan,https://www.linkedin.com/company/162479/,Apple,software engineer,Full-time,Mar 2021,Present,26.0,"London, England, United Kingdom",software
mahmoudzidan,https://www.linkedin.com/company/1586/,Amazon,software development engineer ii,,Jun 2019,Mar 2021,22.0,,software
mahmoudzidan,https://www.linkedin.com/company/1586/,Amazon,software development engineer,,Jun 2018,Jun 2019,13.0,,software
mahmoudzidan,https://www.linkedin.com/company/2494/,Bloomberg LP,software engineer,,Jan 2017,Jun 2018,18.0,"London, United Kingdom",software
mahmoudzidan,https://www.linkedin.com/company/1586/,Amazon,software engineer,,Oct 2016,Dec 2016,3.0,"Gdansk, Pomeranian District, Poland",software
mahmoudzidan,https://www.linkedin.com/company/2382910/,Amazon Web Services,software engineer intern,,Aug 2015,Oct 2015,3.0,,software
mai-elshiashi,https://www.linkedin.com/company/18057791/,Paymob,software engineer,Full-time,Jul 2021,Present,22.0,"Qesm El Maadi, Cairo, Egypt",software
mai-elshiashi,https://www.linkedin.com/company/5020440/,Cloudinn,software engineer,Full-time,May 2019,Jun 2021,26.0,"Giza Governorate, Egypt",software
mai-elshiashi,https://www.linkedin.com/company/10263206/,intcore,web developer intern,,Mar 2016,Apr 2016,2.0,"3 Rashdan, EL Dokki, Giza",full-stack
mai-elshiashi,https://www.linkedin.com/company/857208/,ACM International Collegiate Programming Contest,acm trainee,,Sep 2014,May 2015,9.0,Ain Shams univeristy- faculty of computer science,internship
mai-mohamed-75a4b617b,https://www.linkedin.com/company/167822/,_VOIS,software engineer,,Jun 2022,Present,11.0,,software
mai-mohamed-75a4b617b,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),instructor,Seasonal,Jan 2021,Present,28.0,"Alexandria, Egypt",teaching
mai-mohamed-75a4b617b,https://www.linkedin.com/company/2624080/,Ibtikar Technologies,frontend engineer,Full-time,Aug 2020,Jun 2022,23.0,,front-end
mai-mohamed-75a4b617b,https://www.linkedin.com/company/80078458/,Gtera Solutions,frontend engineer,Full-time,Dec 2021,Mar 2022,4.0,,front-end
mai-mohamed-75a4b617b,https://www.linkedin.com/company/3064040/,TrianglZ LLC,frontend engineer,Full-time,Apr 2021,Jul 2021,4.0,,front-end
mai-mohamed-sadek-0783b436,https://www.linkedin.com/company/17951779/,Breadfast,senior frontend software engineer,Full-time,Mar 2022,Present,14.0,"Cairo, Cairo, Egypt",front-end
mai-mohamed-sadek-0783b436,https://www.linkedin.com/company/18057791/,Paymob,mid frontend software engineer,Full-time,May 2021,Mar 2022,11.0,"Cairo, Egypt",front-end
mai-mohamed-sadek-0783b436,https://www.linkedin.com/company/623785/,Robusta Studio,front end software engineer,,Jul 2017,Apr 2021,46.0,"Cairo Governorate, Egypt",front-end
mai-mohamed-sadek-0783b436,https://www.linkedin.com/company/17930258/,Geekfactory.io,part-time frontend bootcamp candidate,,Jan 2017,Mar 2017,3.0,"Cairo Governorate, Egypt",front-end
mai-mohamed-sadek-0783b436,https://www.linkedin.com/company/235489/,KnowledgeNet,java developer,,Mar 2015,Nov 2016,21.0,"Cairo Governorate, Egypt",software
majidzeno,https://www.linkedin.com/company/3047747/,Instabug,frontend engineer,Full-time,Nov 2020,Present,30.0,"Cairo, Egypt",front-end
majidzeno,https://www.linkedin.com/company/4997092/,Unplugged - We Build Web/Mobile Apps,frontend engineer,Full-time,Jan 2017,Oct 2020,46.0,"Giza Governorate, Egypt",front-end
majidzeno,https://www.linkedin.com/company/40858997/,WeTheTrillions,frontend engineer - remote,,Dec 2019,Jun 2020,7.0,"San Francisco, California, United States",front-end
majidzeno,https://www.linkedin.com/company/10528428/,AlMakinah,graduate frontend - gearup,,Apr 2016,Jun 2016,3.0,"Cairo, Egypt",front-end
majidzeno,https://www.linkedin.com/company/7034/,IEEE,organization development consultant,,Oct 2013,Apr 2014,7.0,"Giza, Egypt",
manar-anwar,https://www.linkedin.com/company/2669/,Valeo,junior embedded software engineer,,Aug 2022,Present,9.0,Egypt,Embedded
manar-anwar,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),iot application developer,Internship,Sep 2021,,1.0,"Cairo, Egypt",Embedded
manar-ramadan,https://www.linkedin.com/company/69565615/,Amenli,senior frontend developer,,Oct 2022,Present,7.0,,front-end
manar-ramadan,https://www.linkedin.com/company/69565615/,Amenli,frontend developer,,Jul 2021,Present,22.0,"Cairo, Egypt",front-end
manar-ramadan,https://www.linkedin.com/company/24780140/,eWave Telecom Services &amp; Solutions,frontend developer,Full-time,Mar 2020,May 2021,15.0,"Cairo, Egypt",front-end
manar-ramadan,https://www.linkedin.com/company/10491786/,Momentum Solutions Co.,frontend developer,,Mar 2019,Mar 2020,13.0,"Cairo, Egypt",front-end
manar-ramadan,https://www.linkedin.com/company/1501993/,BACK&amp;FRONT,software developer,,Dec 2018,Feb 2019,3.0,,software
manar-ramadan,https://www.linkedin.com/company/1501993/,BACK&amp;FRONT,erp system analyst,,Sep 2018,Nov 2018,3.0,,
manssorr,https://www.linkedin.com/company/80684090/,المدرسة - Almdrasa,technical content writer,Part-time,Sep 2022,Present,8.0,,IT
manssorr,https://www.linkedin.com/company/4827017/,Upwork,freelance react and react-native developer,Freelance,Feb 2022,Present,15.0,,mobile
manssorr,https://www.linkedin.com/company/79892610/,كالبنيان المرصوص,software engineer internship,Internship,Sep 2021,Feb 2022,6.0,"6th of October, Al Jizah, Egypt",software
manssorr,UNKNOWN,Dabsha Mobile Store,sales floor team member,Part-time,Dec 2020,Mar 2021,4.0,"Al Jizah, Egypt",
manssorr,https://www.linkedin.com/company/8331/,Orange Egypt,customer service agent,Full-time,2019,,,Egypt,
maram-hesham-49a4a5183,https://www.linkedin.com/company/9315800/,Brightskies,hpc software engineer,Full-time,Aug 2021,Present,21.0,,software
maram-hesham-49a4a5183,https://www.linkedin.com/company/9315800/,Brightskies,hpc software engineer,Internship,Mar 2021,Jul 2021,5.0,,software
marammohammad,https://www.linkedin.com/company/11254926/,Tactful AI,software architect,,Oct 2022,Present,7.0,,IT
marammohammad,https://www.linkedin.com/company/11254926/,Tactful AI,technical lead backend,,Dec 2020,Oct 2022,23.0,,back-end
marammohammad,https://www.linkedin.com/company/11254926/,Tactful AI,senior backend engineer,,Aug 2019,Dec 2020,17.0,,back-end
marammohammad,UNKNOWN,ThinKloud LLC,mean stack developer,Full-time,Jul 2017,Mar 2018,9.0,"Cairo Governorate, Egypt",full-stack
marammohammad,https://www.linkedin.com/company/1530740/,Tagipedia,software engineer,Internship,Apr 2017,Jun 2017,3.0,Egypt,software
marammohammad,UNKNOWN,Mobile application launched ( MAL ),paticipant at mal (android workshop ),Internship,Jul 2016,Oct 2016,4.0,6 October Smart village,mobile
marammohammad,UNKNOWN,DYF,workshop instructor,,Dec 2015,Apr 2016,5.0,,teaching
mariam-awad-a7b64598,https://www.linkedin.com/company/2669/,Valeo,senior software application engineer,,Feb 2023,Present,3.0,"Cairo, Egypt",software
mariam-awad-a7b64598,https://www.linkedin.com/company/2669/,Valeo,software engineer,,Mar 2021,Feb 2023,24.0,"Giza, Al Jizah, Egypt",software
mariam-awad-a7b64598,https://www.linkedin.com/company/5396029/,DIRAC SYSTEMS S.A.E,junior java developer,,Mar 2018,Jun 2019,16.0,,software
mariam-el-seddiek,https://www.linkedin.com/company/15088102/,Dell Technologies,software engineer,Full-time,Jul 2021,Present,22.0,,software
mariam-el-seddiek,https://www.linkedin.com/company/10266417/,Advansys ESC,robotic process automation engineer,,Sep 2019,Aug 2021,24.0,"Cairo Governorate, Egypt",QA
mariam-el-seddiek,https://www.linkedin.com/company/34787/,The German University in Cairo,research intern,,Jul 2018,Aug 2018,2.0,"Cairo Governorate, Egypt",teaching
mariam-el-seddiek,https://www.linkedin.com/company/12904230/,Everest Minds,frontend web developer,,Jun 2017,Sep 2017,4.0,"Cairo Governorate, Egypt",front-end
mariam-el-seddiek,https://www.linkedin.com/company/10047447/,Modern Telecom Systems (MTS IT) Information Technology,software tester,,Jul 2016,Aug 2016,2.0,"Cairo Governorate, Egypt",QA
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/71273635/,Siemens EDA (Siemens Digital Industries Software),devops engineer,Full-time,Aug 2022,Present,9.0,,devops
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/758353/,PostgreSQL Global Development Group,google summer of code student developer,Part-time,Jun 2022,Nov 2022,6.0,,software
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/839215/,360Imaging,software engineer intern,Full-time,Jul 2021,Sep 2021,3.0,,software
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/29561/,KDE,google summer of code student developer,,May 2021,Aug 2021,4.0,,software
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/29561/,KDE,season of kde developer,Full-time,Jan 2021,Apr 2021,4.0,,software
mariam-fahmy-2aa2b8176,https://www.linkedin.com/company/10910709/,ASU Racing Team,human resources specialist,,Nov 2018,Sep 2019,11.0,Egypt,
mariam-gad,https://www.linkedin.com/company/294614/,Information Technology Institute (ITI),iti trainee,Internship,Oct 2022,Present,7.0,"Smart Village, Egypt",IT
mariam-samir-b200b4176,https://www.linkedin.com/company/9315800/,Brightskies,perception engineer,Full-time,Aug 2021,Present,21.0,,
mariam-samir-b200b4176,https://www.linkedin.com/company/28167224/,M.I.A. Robotics,software engineer,,Jul 2018,Jan 2022,43.0,Egypt,software
mariammuhammed,https://www.linkedin.com/company/3014/,Huawei,junior software engineer,Full-time,Jan 2023,Present,4.0,,software
mariammuhammed,https://www.linkedin.com/company/3014/,Huawei,software developer,Internship,Oct 2022,Jan 2023,4.0,,software
mariammuhammed,UNKNOWN,Darisni,mathematics tutor,,Nov 2018,May 2020,19.0,,
