name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,phone,error,isClaimable
CUBE,https://media.licdn.com/dms/image/C4E0BAQEltn1Hvkx2gQ/company-logo_200_200/0/1677750832141?e=1691625600&v=beta&t=Vg2EpZ3gvEZybslMwHJuV3pFZ9bhuVXW5bh5edX_Fdo,https://media.licdn.com/dms/image/D4E1BAQFRhn_eWRMLWA/company-background_10000/0/1677750681263?e=1683867600&v=beta&t=KJ_-I7enKorzfPCsjht0PQxTSGLFEbKx8iSskqZbPRI,"CUBE is a SaaS-based RegTech designed to take the complexity out of regulation using artificial intelligence and automation to deliver Automated Regulatory Intelligence (ARI). 

Born out of the 2008 financial crisis, CUBE has become the world’s most comprehensive and robust source of classified, and meaningful AI-driven regulatory intelligence with 5,000 issuing bodies covering 180 jurisdictions and 60 languages. 

We automate the capture of global regulatory data, alert you to regulatory changes that pose a compliance risk to your business, pinpoint all policies, procedures and controls that are affected, and enable rapid remediation. We utilize Artificial Intelligence and Machine Learning to achieve the smartest and most efficient automation possible.

Over many years CUBE has built deep insight into the impact of regulatory change on financial services institutions, and we are uniquely positioned to ensure that you respond to global regulatory change in the most compliant way possible.

With operations across Europe, North America, Asia, and Australia, CUBE serves a diverse and global base of customers and partners including the largest financial institutions in the world who leverage CUBE’s RegPlatform to streamline their complex regulatory change management and compliance processes. 
Whether you’re a large, multinational bank, or a small financial organisation with up to a handful of compliance officers, we’ve got a suite of products tailored to you. 
",AI powered RegTech managing complex compliance for financial services,7853,http://www.cube.global,cube.global,Wood Street,"130, Wood Street, EC2V 6DL, GB",IT Services and IT Consulting,201-500 employees,"Wood Street, London",2011,"Regulatory intelligence, Regulatory change automation, RegTech, Compliance automation, Compliance, Regulatory Change, Regulatory Change Management, Automated Regulatory Intelligence, and Regulatory Compliance technology",10272690,10272690,https://www.linkedin.com/sales/company/10272690/,209,CUBE,https://www.linkedin.com/company/10272690/,2023-05-05T04:55:47.021Z,https://www.linkedin.com/company/cube-global/,+44 (0)20 3903 5930,,
Softlock,https://media.licdn.com/dms/image/C560BAQGElnKpbOyRMw/company-logo_200_200/0/1579438127977?e=1691625600&v=beta&t=HKLACK51EXs2gJXNs_J7mYyC_ZkwQy2rQl3iugJNXTA,https://media.licdn.com/dms/image/C561BAQEG-Z9ShuVcPg/company-background_10000/0/1579436305748?e=1683867600&v=beta&t=xNfyMztIkoW52B2V2DoSF96K87WMeLDFRhAj1d_pwFg,"Softlock is a regional leader in Information Security providing technology, state of the art solutions, consulting, integration and testing services to protect the information assets, identities and the supporting infrastructure against unauthorized use, with  3 offices in Egypt, Germany and Saudi Arabia. 

We provide unique products and solutions, which cover many security areas fulfilling customers need in different markets sectors. We provide a set of products and solutions covering the following areas: Software protection, data encryption, security hardware, digital signature, secure identification and authentication, secure online distribution of digital contents  

Softlock Technologies

The company works within three product lines, PKI (Public Key Infrastructure), secure mobile applications based on NFC technology (Near Field Communication), and DRM & LC (Digital Rights Management and License Control).

Softlock has a wide range of IT Security products available in our website.",Information Security Solutions,6500,http://www.softlock.net,softlock.net,Cairo,"18 Alfariq Mohammad Ibrahim St. Nasr City., Cairo, 11762, EG",IT Services and IT Consulting,11-50 employees,"Cairo, Cairo",1997,"IT Security, Software Copy Protection, Digital Rights Management, Smart Card Operating System, One Time Password, and IT Training",555575,555575,https://www.linkedin.com/sales/company/555575/,32,Softlock,https://www.linkedin.com/company/555575/,2023-05-05T04:56:01.585Z,https://www.linkedin.com/company/softlock/,,,
Shgardi,https://media.licdn.com/dms/image/C4D0BAQErQEZPKDbs_g/company-logo_200_200/0/1596015408185?e=1691625600&v=beta&t=4RJpSH8gJjDHBi1VAPUTLLicFqHvD989whEh9saYk4I,https://media.licdn.com/dms/image/D4D1BAQHa0zwUjZo5qQ/company-background_10000/0/1675846415973?e=1683867600&v=beta&t=cbxIFZrToJLmMQ9XC-RxotWhceIu_LMvfEUZ46z6EHk,"Shgardi connects people to the things they love through personalized discovery and affordable on-demand delivery. We're enabling couriers to excel, empowering small and medium businesses, and building a diverse MENA company that welcomes talents from all backgrounds. If you have the ambition and team spirit, join us!

Shgardi was founded in Khobar, Saudi Arabia in late 2019 by Abdulaziz Almousa. It has since grown to more than 300 employees in offices across two countries. 

Shgardi provides food delivery, grocery, pharmacy, package services, and more! Shgardi operates in 23+ cities, serving 3m+ customers, growing 60% YOY, and in a surging trajectory to become the leading super app in the region.",Delivering things you love.,50682,https://shgardi.com,https://shgardi.com,Khobar,"Khobar, SA","Technology, Information and Internet",201-500 employees,,2019,,28927456,28927456,https://www.linkedin.com/sales/company/28927456/,293,Shgardi,https://www.linkedin.com/company/28927456/,2023-05-05T04:56:14.719Z,https://www.linkedin.com/company/shgardi/,,,
IDT-Egypt,https://media.licdn.com/dms/image/C4D0BAQHZqW2j3yMYaA/company-logo_200_200/0/1519952393210?e=1691625600&v=beta&t=ezzRXk2kIeDkN4kq4GxOMeACnsvSg8U_ICv990sDRfY,https://media.licdn.com/dms/image/C561BAQHSU3WxSeaWLg/company-background_10000/0/1604252185410?e=1683867600&v=beta&t=xefdkk4lm68KipcKxB3iguhEyzGAaseAWLcBT6fjVJo,"IDT (Industry Development Team) is a non-profit organization founded on 13/6/2008 at Faculty of Engineering, Ain Shams University. It aims to develop Egyptian industries to achieve its vision.
“The student and the factory”. They are the main factors of success. Equip the student with the solid knowledge and develop the factory by implementing industrial engineering improvement projects.

Vision: Egypt is a leading industrial Country.

Short Term Mission: Applying acquired knowledge and providing hands-on consultancy gaining instantaneous

Long Term Mission: Providing students through our programs with experience and knowledge that qualifies them to break into the labour market.

Target Market: Engineering students from various departments (mostly two departments of mechanical and electrical) and recently another Faculties Joined IDT: Pharmacy, Science and Applied Arts.

Values: Working to build generations capable of contributing to the development of industry and making Egypt a pioneer in all aspects of industry requires teamwork, consistency in self-improvement and community service.

IDT Main Events:
1- Consulting Event: IDT Consulting Projects has always been one of the most important events in IDT every year. Consulting department in IDT is a team of students who study industrial sciences all over the year and implement projects in factories in summer with what they have learned. They are leaded by an ex-consulting member in IDT, a student who has a real-life experience in a factory, who is trying to pass on the knowledge and the experience to the new generation.

2- Institute Event: Institute is our most popular event on campus, where ushering and selection of students with talents and high potential to progress and grow. They enter 24 - 18hours of Mechanical Engineering, Electrical Engineering and Managerial Sessions, with a follow up project where the students can apply what they learned in the sessions.

3-Industrial Seminar: We provide talks in many Topics from Different fields providing Hands On Experience , how they evolve in their positions and how they Develop their skills.

4- Internship Fair: We provide at IDT Internships in the summer in different fields to fulfil the gap between university studies and the market needs taking its position as life changing Experience.

Achievements: IDT has been able to provide over 1,000 students with the essential information and training, which has totalled more than 500 hours over the years, and IDT youngsters have completed more than 20 projects in firms like as Nissan, LG, ABB, Schneider, Asfour Crystal, Oriental Weavers and many others. So that IDT can produce qualified young people who can contribute to the industry's greatest degree of development.",Never Too Late To Change,2206,http://www.idt-egypt.com/,idt-egypt.com,Cairo,"Faculty of engineering Ain Shams university, Cairo,  020, EG",Non-profit Organization Management,51-200 employees,,2008,"Industry, Consulting in factories, and Making technical and non-technical workshops for students",10220348,10220348,https://www.linkedin.com/sales/company/10220348/,73,IDT-Egypt,https://www.linkedin.com/company/10220348/,2023-05-05T04:56:28.900Z,https://www.linkedin.com/company/idt-egypt/,,,
KACST GIS Technology Innovation Center,https://media.licdn.com/dms/image/C4E0BAQF0XastwHCcig/company-logo_200_200/0/1519885077173?e=1691625600&v=beta&t=J13h6JSk7sh9BRlDGyXr2hfyfBM0spwJcuH3VeP2mLA,,"The KACST GIS Technology Innovation Center (GISTIC) at Umm Al-Qura University
is an interdisciplinary technology, innovation, and research center contributing
to the effective understanding, managing, analyzing, and visualizing of spatial
and spatio-temporal geographic phenomena in Saudi Arabia. GISTIC enables
technology transfer by supporting applied research, nurturing innovative ideas,
engaging in outreach activities, sponsoring professional training, and establishing
partnerships with industry and government agencies.
GISTIC has successfully attracted industry experts, academics, visiting scholars,
and interns to execute a wide range of ground breaking projects at the center.
This diverse and richly experienced team continues to grow and champion the
goals and milestones set for the center.",,1692,http://www.gistic.org/,gistic.org,Mecca,"Umm Al-Qura University, Mecca,   SA",IT Services and IT Consulting,51-200 employees,,2013,"Data Visualisation, Geographic information system, research, and software engineering",9187378,9187378,https://www.linkedin.com/sales/company/9187378/,10,KACST GIS Technology Innovation Center,https://www.linkedin.com/company/9187378/,2023-05-05T04:56:42.854Z,https://www.linkedin.com/company/kacst-gis-technology/,,,
IEEE SSCS Alex SC,https://media.licdn.com/dms/image/C560BAQHZSZaz0FI0ZA/company-logo_200_200/0/1549494237872?e=1691625600&v=beta&t=sa87-SJKE-0ie2CvFN0JJCvXvZjzO63gbJmds_RfdMw,https://media.licdn.com/dms/image/C561BAQFB6lRWJDnb3Q/company-background_10000/0/1549492171463?e=1683867600&v=beta&t=FS0TSU1roWZIlhqculnO9XE3Fk9Wqkhr0ggfthlO06I,"Vision
Creating a community of engineers who are well qualified to play an important role in the development of the electronics industry worldwide.

Mission
Meeting the needs of undergraduate and postgraduate student interested in the field of electronics and all of its related topics


Scope
As a student chapter of the Solid-State Circuits society, we focus on the design, implementation, and application of solid-state integrated circuits for all applications, including computers, communications, signal processing, and optoelectronics.",We build the community.,507,https://sscsalex.org/,https://sscsalex.org,Alexandria,"Alexandria, Al Iskandariyah 21411, EG",Non-profit Organizations,51-200 employees,"Alexandria, Al Iskandariyah",2015,"Engineering, Technology, and Electronics",19013754,19013754,https://www.linkedin.com/sales/company/19013754/,37,IEEE SSCS Alex SC,https://www.linkedin.com/company/19013754/,2023-05-05T04:56:59.183Z,https://www.linkedin.com/company/ieee-sscs/,,,
Depax,https://media.licdn.com/dms/image/C4D0BAQEr9v_4kisjkw/company-logo_200_200/0/1656510433076?e=1691625600&v=beta&t=YFk5HDVKoce-Zh7UP5MZtcgDjm5dXIoR8kzGANSxJDk,https://media.licdn.com/dms/image/D4D1BAQHkcq9qeEPnRg/company-background_10000/0/1656510081142?e=1683867600&v=beta&t=qEDr6o8imZRnS1S8CFGuwfkTv5T72YnCOibucBpIN5E,"We provide tech solutions for your bright ideas or your ongoing business. 

Pick your solution from many choices: (mobile apps, web apps, desktop apps, browser extensions, etc...) with the best combination of performance & design for perfect user experience.","We provide tech solutions for bright ideas or ongoing business. 
Pick your solution: (mobile apps, web apps, etc...) ",1091,https://www.depax.tech/,https://depax.tech,Mansoura,"Mansoura,   EG",Software Development,2-10 employees,,2021,"UI/UX design, Web Design, Mobile app design, Mobile app development, Web application development, Desktop application development, Browser extension development, browser extension design, and Desktop application design",75064999,75064999,https://www.linkedin.com/sales/company/75064999/,9,Depax,https://www.linkedin.com/company/75064999/,2023-05-05T04:57:16.393Z,https://www.linkedin.com/company/depax/,+201140012907,,
Webville,https://media.licdn.com/dms/image/C510BAQGgGzXcinugtA/company-logo_200_200/0/1519934480643?e=1691625600&v=beta&t=SsLmYfh6Rb70gNI950sjZPZyu2wwy3yGGhIZlRburDQ,,"Webville is an artificial intelligence company focused on content and computer vision solutions. Equipped with a world-class team, Webville builds deep learning models serving a variety of industries including media, fashion, gaming, security, and traffic. Our applications range from video analytics, photo-realistic media generation, night-vision to daylight video transformation, traffic and pedestrians counts, heat maps generation, and more. Founded in Egypt with a GCC office in Oman, Webville serves enterprises in MENA and worldwide.",AI that works!,380,http://www.webville.io,webville.io,Cairo,"Giza, Cairo,   EG","Technology, Information and Internet",2-10 employees,,2015,,10269368,10269368,https://www.linkedin.com/sales/company/10269368/,7,Webville,https://www.linkedin.com/company/10269368/,2023-05-05T04:57:33.758Z,https://www.linkedin.com/company/webville/,,,
Factory Yard,https://media.licdn.com/dms/image/C4D0BAQHVmyMNhYzCFA/company-logo_200_200/0/1674048764648?e=1691625600&v=beta&t=c1j46qZgArt6vu5QNyNqCMH49JJxlUd5gkAjKR-rOHA,https://media.licdn.com/dms/image/D4D1BAQHCd0Cb6EsOgQ/company-background_10000/0/1674048675635?e=1683867600&v=beta&t=apLcRTH515ciWyw0Ps9hOAPlbKeySCpsJFtPa88SzDI,"With 4 years of experience in serving the B2B industrial market, Factory yard has especially developed 5 B2B services for the industrial field that promoted many brands’ digital presence. 
We create custom strategies for every client based on his product, potential customers and their business goals.
Our team of certified marketers, designers and developers are experienced in the industrial field.
Join Us And #Ask_The_Experts
And Make Sure To Check Our Website www.factoryyard.com",Industrial Marketing Experts,428,http://www.factoryyard.com/,factoryyard.com,Cairo,"Nasr City, ElTayran St., Cairo, Egypt 11728, EG",Advertising Services,11-50 employees,"Cairo, Egypt",2017,"Industrial Website, Website Development, SEO, Social Media Marketing, Media Production, Graphic Design, and Events Consultancy",13373061,13373061,https://www.linkedin.com/sales/company/13373061/,20,Factory Yard,https://www.linkedin.com/company/13373061/,2023-05-05T04:57:52.596Z,https://www.linkedin.com/company/factoryyard/,,,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/23717225/,2023-05-05T04:58:17.837Z,,,Unavailable company,
,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/company/18444291/,2023-05-05T04:58:42.719Z,,,Unavailable company,
British Council,https://media.licdn.com/dms/image/C4D0BAQEbgQMpvEqVNw/company-logo_200_200/0/1581068895810?e=1691625600&v=beta&t=rBtNPsdkMU18OmcJnW91vV6RSDfmziWerL_8xZbj2X0,https://media.licdn.com/dms/image/D4E1BAQExxZQJlS9lcg/company-background_10000/0/1667235194284?e=1683867600&v=beta&t=90rYbBgn9rLkBvcuQitWjGFCjTx81TPWtHAJdLlRtk4,"We support peace and prosperity by building connections, understanding and trust between people in the UK and countries worldwide.

We uniquely combine the UK’s deep expertise in arts and culture, education and the English language, our global presence and relationships in over 100 countries, our unparalleled access to young people and influencers and our creative sparkle.

We work directly with individuals to help them gain the skills, confidence and connections to transform their lives and shape a better world in partnership with the UK. We support them to build networks and explore creative ideas, to learn English, to get a high-quality education and to gain internationally recognised qualifications. 

For more information, please visit: http://www.britishcouncil.org ",The UK’s international organisation for cultural relations and educational opportunities.,768070,http://www.britishcouncil.org,britishcouncil.org,London,"1 Redman Place, Stratford, London, SW1A 2BN, GB",Non-profit Organizations,"5,001-10,000 employees","London, England",1934,"English, exams, arts, education, and society",162797,162797,https://www.linkedin.com/sales/company/162797/,20391,British Council,https://www.linkedin.com/company/162797/,2023-05-05T04:59:01.796Z,https://www.linkedin.com/company/british-council/,,,
CivilSoft,https://media.licdn.com/dms/image/C4D0BAQEWpCptKN_f5w/company-logo_200_200/0/1519889763605?e=1691625600&v=beta&t=ZU-q7o6oYrpANCmol5QHutXcj45wSnyL5Id4_gDhmv4,https://media.licdn.com/dms/image/C561BAQHk-8SH7gpV-Q/company-background_10000/0/1566562263048?e=1683867600&v=beta&t=cT0rAkBN1YfwTK6KTqb1W0CEPElJMPB3GJRdtEs8Lf8,"CivilSoft is an enterprise software company specialized in Strategy Execution and Human Capital Management. Founded in 1994, the company focuses on emerging markets, and has achieved a wide footprint across the MENA region and Indian subcontinent.

CivilSoft develops innovative and cutting-edge workforce technologies to help source, develop, and reward talent and increase the rates of return on human capital.

Being the first of its kind in the Middle East, CivilSoft has achieved a long-standing presence and unbeatable knowledge of the local market that enable it to serve the region better than international and local counterparts. ","Between Passion & Execution, Lies Talent.",3896,http://www.civilsoft.net,civilsoft.net,Dubai,"Floor #2, 209 & 210, Sultan Group Investment Building, Airport Road, opposite to Nissan and Honda showroom, P.O. Box: 22764, Dubai, AE",IT Services and IT Consulting,51-200 employees,,1994,"Payroll, Human Capital Management, Performance Management, Strategic Training and Development, Strategy Execution, HR Technology, and Applicant Tracking Systems",80814,80814,https://www.linkedin.com/sales/company/80814/,74,CivilSoft,https://www.linkedin.com/company/80814/,2023-05-05T04:59:22.297Z,https://www.linkedin.com/company/civilsoft/,,,
